episode_id,episode_dir,jsonl_path,object_type,force_level,label,trial_number,contact_start_sec,evaluation_time_sec,phase,phase_confidence,left_force_outlier_ratio,right_force_outlier_ratio,grasp_start_sec,grasp_end_sec,fallback_evaluation_sec,quality_flag,error_detail,review_status
episode_20260722T034639_555880Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/11/episodes/episode_20260722T034639_555880Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/11/episodes/episode_20260722T034639_555880Z_000001/synced_data.jsonl,bottle_cap,high,too_high,11,3.5683350563049316,6.723587512969971,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T034749_810776Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/12/episodes/episode_20260722T034749_810776Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/12/episodes/episode_20260722T034749_810776Z_000001/synced_data.jsonl,bottle_cap,high,too_high,12,3.536139488220215,4.336139488220215,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T034810_941389Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/13/episodes/episode_20260722T034810_941389Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/13/episodes/episode_20260722T034810_941389Z_000001/synced_data.jsonl,bottle_cap,high,too_high,13,3.619312047958374,5.107698202133179,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T034831_419855Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/14/episodes/episode_20260722T034831_419855Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/14/episodes/episode_20260722T034831_419855Z_000001/synced_data.jsonl,bottle_cap,high,too_high,14,3.648615837097168,4.448615837097168,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T034851_671557Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/15/episodes/episode_20260722T034851_671557Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/15/episodes/episode_20260722T034851_671557Z_000001/synced_data.jsonl,bottle_cap,high,too_high,15,3.617436408996582,5.13931679725647,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T034912_845375Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/16/episodes/episode_20260722T034912_845375Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/16/episodes/episode_20260722T034912_845375Z_000001/synced_data.jsonl,bottle_cap,high,too_high,16,3.4913389682769775,5.907118797302246,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T035153_731479Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/17/episodes/episode_20260722T035153_731479Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/17/episodes/episode_20260722T035153_731479Z_000001/synced_data.jsonl,bottle_cap,high,too_high,17,3.4575679302215576,4.25818133354187,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T035404_009224Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/18/episodes/episode_20260722T035404_009224Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/18/episodes/episode_20260722T035404_009224Z_000001/synced_data.jsonl,bottle_cap,high,too_high,18,3.569209098815918,4.369209098815918,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T035427_087550Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/19/episodes/episode_20260722T035427_087550Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/19/episodes/episode_20260722T035427_087550Z_000001/synced_data.jsonl,bottle_cap,high,too_high,19,3.567577362060547,6.896697521209717,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T040003_236155Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/20/episodes/episode_20260722T040003_236155Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/20/episodes/episode_20260722T040003_236155Z_000001/synced_data.jsonl,bottle_cap,high,too_high,20,3.1369247436523438,3.93904972076416,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032137_861854Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/01/episodes/episode_20260722T032137_861854Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/01/episodes/episode_20260722T032137_861854Z_000001/synced_data.jsonl,bottle_cap,low,too_low,01,3.0572872161865234,3.857628583908081,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032211_695356Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/02/episodes/episode_20260722T032211_695356Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/02/episodes/episode_20260722T032211_695356Z_000001/synced_data.jsonl,bottle_cap,low,too_low,02,3.10520601272583,3.9060277938842773,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032255_816840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/03/episodes/episode_20260722T032255_816840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/03/episodes/episode_20260722T032255_816840Z_000001/synced_data.jsonl,bottle_cap,low,too_low,03,3.6489274501800537,5.090222120285034,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032353_425037Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/04/episodes/episode_20260722T032353_425037Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/04/episodes/episode_20260722T032353_425037Z_000001/synced_data.jsonl,bottle_cap,low,too_low,04,3.408738613128662,5.4255993366241455,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032735_492505Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/05/episodes/episode_20260722T032735_492505Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/05/episodes/episode_20260722T032735_492505Z_000001/synced_data.jsonl,bottle_cap,low,too_low,05,3.552122116088867,5.04149317741394,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032755_789438Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/06/episodes/episode_20260722T032755_789438Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/06/episodes/episode_20260722T032755_789438Z_000001/synced_data.jsonl,bottle_cap,low,too_low,06,3.5051629543304443,4.3055970668792725,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032903_746284Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/07/episodes/episode_20260722T032903_746284Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/07/episodes/episode_20260722T032903_746284Z_000001/synced_data.jsonl,bottle_cap,low,too_low,07,3.584897994995117,4.400450706481934,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T032924_767866Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/08/episodes/episode_20260722T032924_767866Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/08/episodes/episode_20260722T032924_767866Z_000001/synced_data.jsonl,bottle_cap,low,too_low,08,3.599719285964966,5.104923963546753,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033017_398845Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/09/episodes/episode_20260722T033017_398845Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/09/episodes/episode_20260722T033017_398845Z_000001/synced_data.jsonl,bottle_cap,low,too_low,09,3.5356295108795166,4.336022853851318,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033040_349565Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/10/episodes/episode_20260722T033040_349565Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/10/episodes/episode_20260722T033040_349565Z_000001/synced_data.jsonl,bottle_cap,low,too_low,10,4.097793102264404,4.914474964141846,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033101_596283Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/11/episodes/episode_20260722T033101_596283Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/11/episodes/episode_20260722T033101_596283Z_000001/synced_data.jsonl,bottle_cap,low,too_low,11,3.7775700092315674,5.169132471084595,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033124_109466Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/12/episodes/episode_20260722T033124_109466Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/12/episodes/episode_20260722T033124_109466Z_000001/synced_data.jsonl,bottle_cap,low,too_low,12,3.505190372467041,5.5869035720825195,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033144_450171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/13/episodes/episode_20260722T033144_450171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/13/episodes/episode_20260722T033144_450171Z_000001/synced_data.jsonl,bottle_cap,low,too_low,13,3.9380199909210205,5.234207630157471,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033421_877777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/14/episodes/episode_20260722T033421_877777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/14/episodes/episode_20260722T033421_877777Z_000001/synced_data.jsonl,bottle_cap,low,too_low,14,3.539778232574463,4.355201482772827,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033443_089738Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/15/episodes/episode_20260722T033443_089738Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/15/episodes/episode_20260722T033443_089738Z_000001/synced_data.jsonl,bottle_cap,low,too_low,15,4.06508207321167,5.281637191772461,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033506_284651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/16/episodes/episode_20260722T033506_284651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/16/episodes/episode_20260722T033506_284651Z_000001/synced_data.jsonl,bottle_cap,low,too_low,16,3.5533268451690674,4.353596210479736,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033527_210666Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/17/episodes/episode_20260722T033527_210666Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/17/episodes/episode_20260722T033527_210666Z_000001/synced_data.jsonl,bottle_cap,low,too_low,17,3.584757089614868,4.40058708190918,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033707_074303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/18/episodes/episode_20260722T033707_074303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/18/episodes/episode_20260722T033707_074303Z_000001/synced_data.jsonl,bottle_cap,low,too_low,18,3.841667890548706,5.107097864151001,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033849_959668Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/19/episodes/episode_20260722T033849_959668Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/19/episodes/episode_20260722T033849_959668Z_000001/synced_data.jsonl,bottle_cap,low,too_low,19,3.0099849700927734,4.6269614696502686,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T033925_424216Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/20/episodes/episode_20260722T033925_424216Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/20/episodes/episode_20260722T033925_424216Z_000001/synced_data.jsonl,bottle_cap,low,too_low,20,3.218679666519165,4.019269227981567,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031021_378629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/01/episodes/episode_20260722T031021_378629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/01/episodes/episode_20260722T031021_378629Z_000001/synced_data.jsonl,bottle_cap,medium,fine,01,3.0088837146759033,4.353567123413086,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031043_778381Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/02/episodes/episode_20260722T031043_778381Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/02/episodes/episode_20260722T031043_778381Z_000001/synced_data.jsonl,bottle_cap,medium,fine,02,3.648841142654419,5.265582323074341,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031108_482181Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/03/episodes/episode_20260722T031108_482181Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/03/episodes/episode_20260722T031108_482181Z_000001/synced_data.jsonl,bottle_cap,medium,fine,03,3.648844003677368,4.449123859405518,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031143_768266Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/04/episodes/episode_20260722T031143_768266Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/04/episodes/episode_20260722T031143_768266Z_000001/synced_data.jsonl,bottle_cap,medium,fine,04,3.6641087532043457,5.810132026672363,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031207_327308Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/05/episodes/episode_20260722T031207_327308Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/05/episodes/episode_20260722T031207_327308Z_000001/synced_data.jsonl,bottle_cap,medium,fine,05,3.7130560874938965,5.954429864883423,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031228_216001Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/06/episodes/episode_20260722T031228_216001Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/06/episodes/episode_20260722T031228_216001Z_000001/synced_data.jsonl,bottle_cap,medium,fine,06,3.408447265625,5.633585691452026,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031248_936032Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/07/episodes/episode_20260722T031248_936032Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/07/episodes/episode_20260722T031248_936032Z_000001/synced_data.jsonl,bottle_cap,medium,fine,07,3.632831573486328,6.657070875167847,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031321_173101Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/08/episodes/episode_20260722T031321_173101Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/08/episodes/episode_20260722T031321_173101Z_000001/synced_data.jsonl,bottle_cap,medium,fine,08,3.538653612136841,6.595804214477539,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031347_961981Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/09/episodes/episode_20260722T031347_961981Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/09/episodes/episode_20260722T031347_961981Z_000001/synced_data.jsonl,bottle_cap,medium,fine,09,3.713118076324463,5.603153228759766,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031449_446187Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/10/episodes/episode_20260722T031449_446187Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/10/episodes/episode_20260722T031449_446187Z_000001/synced_data.jsonl,bottle_cap,medium,fine,10,3.647749662399292,6.6402342319488525,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031509_345207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/11/episodes/episode_20260722T031509_345207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/11/episodes/episode_20260722T031509_345207Z_000001/synced_data.jsonl,bottle_cap,medium,fine,11,3.3770029544830322,6.40167236328125,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031528_896629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/12/episodes/episode_20260722T031528_896629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/12/episodes/episode_20260722T031528_896629Z_000001/synced_data.jsonl,bottle_cap,medium,fine,12,3.5874483585357666,5.619750499725342,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031601_626058Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/13/episodes/episode_20260722T031601_626058Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/13/episodes/episode_20260722T031601_626058Z_000001/synced_data.jsonl,bottle_cap,medium,fine,13,3.4267842769622803,4.226954936981201,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031622_563188Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/14/episodes/episode_20260722T031622_563188Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/14/episodes/episode_20260722T031622_563188Z_000001/synced_data.jsonl,bottle_cap,medium,fine,14,3.0088181495666504,5.074482440948486,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031643_161994Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/15/episodes/episode_20260722T031643_161994Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/15/episodes/episode_20260722T031643_161994Z_000001/synced_data.jsonl,bottle_cap,medium,fine,15,3.026754140853882,5.268133640289307,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T031804_921484Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/16/episodes/episode_20260722T031804_921484Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/16/episodes/episode_20260722T031804_921484Z_000001/synced_data.jsonl,bottle_cap,medium,fine,16,3.4896934032440186,4.289693403244018,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
