episode_id,episode_dir,jsonl_path,object_type,force_level,label,trial_number,duration_sec,num_synced_records,left_force_valid_ratio,right_force_valid_ratio,left_gelsight_valid_ratio,right_gelsight_valid_ratio,quality_flag
episode_20260722T040003_236155Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/20/episodes/episode_20260722T040003_236155Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/high/20/episodes/episode_20260722T040003_236155Z_000001/synced_data.jsonl,bottle_cap,high,too_high,20,14.980531454086304,860,1.0,1.0,1.0,1.0,ok
episode_20260722T032137_861854Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/01/episodes/episode_20260722T032137_861854Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/01/episodes/episode_20260722T032137_861854Z_000001/synced_data.jsonl,bottle_cap,low,too_low,01,14.916527509689331,838,1.0,1.0,1.0,1.0,ok
episode_20260722T032211_695356Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/02/episodes/episode_20260722T032211_695356Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/02/episodes/episode_20260722T032211_695356Z_000001/synced_data.jsonl,bottle_cap,low,too_low,02,14.981967210769653,847,1.0,1.0,1.0,1.0,ok
episode_20260722T032255_816840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/03/episodes/episode_20260722T032255_816840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/03/episodes/episode_20260722T032255_816840Z_000001/synced_data.jsonl,bottle_cap,low,too_low,03,14.979740142822266,928,1.0,1.0,1.0,1.0,ok
episode_20260722T032353_425037Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/04/episodes/episode_20260722T032353_425037Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/04/episodes/episode_20260722T032353_425037Z_000001/synced_data.jsonl,bottle_cap,low,too_low,04,14.949031114578247,882,1.0,1.0,1.0,1.0,ok
episode_20260722T032735_492505Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/05/episodes/episode_20260722T032735_492505Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/05/episodes/episode_20260722T032735_492505Z_000001/synced_data.jsonl,bottle_cap,low,too_low,05,14.949386835098267,917,1.0,1.0,1.0,1.0,ok
episode_20260722T032755_789438Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/06/episodes/episode_20260722T032755_789438Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/06/episodes/episode_20260722T032755_789438Z_000001/synced_data.jsonl,bottle_cap,low,too_low,06,14.932658195495605,969,1.0,1.0,1.0,1.0,ok
episode_20260722T032903_746284Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/07/episodes/episode_20260722T032903_746284Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/07/episodes/episode_20260722T032903_746284Z_000001/synced_data.jsonl,bottle_cap,low,too_low,07,14.979223012924194,888,1.0,1.0,1.0,1.0,ok
episode_20260722T032924_767866Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/08/episodes/episode_20260722T032924_767866Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/08/episodes/episode_20260722T032924_767866Z_000001/synced_data.jsonl,bottle_cap,low,too_low,08,14.964347124099731,951,1.0,1.0,1.0,1.0,ok
episode_20260722T033017_398845Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/09/episodes/episode_20260722T033017_398845Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/09/episodes/episode_20260722T033017_398845Z_000001/synced_data.jsonl,bottle_cap,low,too_low,09,14.98102068901062,891,1.0,1.0,1.0,1.0,ok
episode_20260722T033040_349565Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/10/episodes/episode_20260722T033040_349565Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/10/episodes/episode_20260722T033040_349565Z_000001/synced_data.jsonl,bottle_cap,low,too_low,10,14.019126892089844,715,1.0,1.0,1.0,1.0,ok
episode_20260722T033101_596283Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/11/episodes/episode_20260722T033101_596283Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/11/episodes/episode_20260722T033101_596283Z_000001/synced_data.jsonl,bottle_cap,low,too_low,11,14.996992349624634,915,1.0,1.0,1.0,1.0,ok
episode_20260722T033124_109466Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/12/episodes/episode_20260722T033124_109466Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/12/episodes/episode_20260722T033124_109466Z_000001/synced_data.jsonl,bottle_cap,low,too_low,12,13.42957878112793,847,1.0,1.0,1.0,1.0,ok
episode_20260722T033144_450171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/13/episodes/episode_20260722T033144_450171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/13/episodes/episode_20260722T033144_450171Z_000001/synced_data.jsonl,bottle_cap,low,too_low,13,13.477418899536133,757,1.0,1.0,1.0,1.0,ok
episode_20260722T033421_877777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/14/episodes/episode_20260722T033421_877777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/14/episodes/episode_20260722T033421_877777Z_000001/synced_data.jsonl,bottle_cap,low,too_low,14,14.917719602584839,795,1.0,1.0,1.0,1.0,ok
episode_20260722T033443_089738Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/15/episodes/episode_20260722T033443_089738Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/15/episodes/episode_20260722T033443_089738Z_000001/synced_data.jsonl,bottle_cap,low,too_low,15,14.932746887207031,839,1.0,1.0,1.0,1.0,ok
episode_20260722T033506_284651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/16/episodes/episode_20260722T033506_284651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/16/episodes/episode_20260722T033506_284651Z_000001/synced_data.jsonl,bottle_cap,low,too_low,16,14.933288335800171,935,1.0,1.0,1.0,1.0,ok
episode_20260722T033527_210666Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/17/episodes/episode_20260722T033527_210666Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/17/episodes/episode_20260722T033527_210666Z_000001/synced_data.jsonl,bottle_cap,low,too_low,17,14.96439790725708,731,1.0,1.0,1.0,1.0,ok
episode_20260722T033707_074303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/18/episodes/episode_20260722T033707_074303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/18/episodes/episode_20260722T033707_074303Z_000001/synced_data.jsonl,bottle_cap,low,too_low,18,14.980310678482056,747,1.0,1.0,1.0,1.0,ok
episode_20260722T033849_959668Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/19/episodes/episode_20260722T033849_959668Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/19/episodes/episode_20260722T033849_959668Z_000001/synced_data.jsonl,bottle_cap,low,too_low,19,14.06923222541809,796,1.0,1.0,1.0,1.0,ok
episode_20260722T033925_424216Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/20/episodes/episode_20260722T033925_424216Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/low/20/episodes/episode_20260722T033925_424216Z_000001/synced_data.jsonl,bottle_cap,low,too_low,20,14.693535566329956,990,1.0,1.0,1.0,1.0,ok
episode_20260722T031021_378629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/01/episodes/episode_20260722T031021_378629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/01/episodes/episode_20260722T031021_378629Z_000001/synced_data.jsonl,bottle_cap,medium,fine,01,14.131877183914185,747,1.0,1.0,1.0,1.0,ok
episode_20260722T031043_778381Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/02/episodes/episode_20260722T031043_778381Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/02/episodes/episode_20260722T031043_778381Z_000001/synced_data.jsonl,bottle_cap,medium,fine,02,14.963554620742798,808,1.0,1.0,1.0,1.0,ok
episode_20260722T031108_482181Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/03/episodes/episode_20260722T031108_482181Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/03/episodes/episode_20260722T031108_482181Z_000001/synced_data.jsonl,bottle_cap,medium,fine,03,14.981178045272827,829,1.0,1.0,1.0,1.0,ok
episode_20260722T031143_768266Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/04/episodes/episode_20260722T031143_768266Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/04/episodes/episode_20260722T031143_768266Z_000001/synced_data.jsonl,bottle_cap,medium,fine,04,14.979764938354492,836,1.0,1.0,1.0,1.0,ok
episode_20260722T031207_327308Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/05/episodes/episode_20260722T031207_327308Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/05/episodes/episode_20260722T031207_327308Z_000001/synced_data.jsonl,bottle_cap,medium,fine,05,14.997024536132812,845,1.0,1.0,1.0,1.0,ok
episode_20260722T031228_216001Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/06/episodes/episode_20260722T031228_216001Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/06/episodes/episode_20260722T031228_216001Z_000001/synced_data.jsonl,bottle_cap,medium,fine,06,14.741321563720703,817,1.0,1.0,1.0,1.0,ok
episode_20260722T031248_936032Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/07/episodes/episode_20260722T031248_936032Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/07/episodes/episode_20260722T031248_936032Z_000001/synced_data.jsonl,bottle_cap,medium,fine,07,14.979555606842041,833,1.0,1.0,1.0,1.0,ok
episode_20260722T031321_173101Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/08/episodes/episode_20260722T031321_173101Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/08/episodes/episode_20260722T031321_173101Z_000001/synced_data.jsonl,bottle_cap,medium,fine,08,14.788996934890747,725,1.0,1.0,1.0,1.0,ok
episode_20260722T031347_961981Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/09/episodes/episode_20260722T031347_961981Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/09/episodes/episode_20260722T031347_961981Z_000001/synced_data.jsonl,bottle_cap,medium,fine,09,14.981384515762329,823,1.0,1.0,1.0,1.0,ok
episode_20260722T031449_446187Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/10/episodes/episode_20260722T031449_446187Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/10/episodes/episode_20260722T031449_446187Z_000001/synced_data.jsonl,bottle_cap,medium,fine,10,14.963895559310913,832,1.0,1.0,1.0,1.0,ok
episode_20260722T031509_345207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/11/episodes/episode_20260722T031509_345207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/11/episodes/episode_20260722T031509_345207Z_000001/synced_data.jsonl,bottle_cap,medium,fine,11,14.771082878112793,823,1.0,1.0,1.0,1.0,ok
episode_20260722T031528_896629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/12/episodes/episode_20260722T031528_896629Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/12/episodes/episode_20260722T031528_896629Z_000001/synced_data.jsonl,bottle_cap,medium,fine,12,14.96712851524353,909,1.0,1.0,1.0,1.0,ok
episode_20260722T031601_626058Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/13/episodes/episode_20260722T031601_626058Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/13/episodes/episode_20260722T031601_626058Z_000001/synced_data.jsonl,bottle_cap,medium,fine,13,14.965477466583252,958,1.0,1.0,1.0,1.0,ok
episode_20260722T031622_563188Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/14/episodes/episode_20260722T031622_563188Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/14/episodes/episode_20260722T031622_563188Z_000001/synced_data.jsonl,bottle_cap,medium,fine,14,12.596195936203003,518,1.0,1.0,1.0,1.0,ok
episode_20260722T031643_161994Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/15/episodes/episode_20260722T031643_161994Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/15/episodes/episode_20260722T031643_161994Z_000001/synced_data.jsonl,bottle_cap,medium,fine,15,14.438864469528198,894,1.0,1.0,1.0,1.0,ok
episode_20260722T031804_921484Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/16/episodes/episode_20260722T031804_921484Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/16/episodes/episode_20260722T031804_921484Z_000001/synced_data.jsonl,bottle_cap,medium,fine,16,13.475919485092163,750,1.0,1.0,1.0,1.0,ok
episode_20260722T031828_818461Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/17/episodes/episode_20260722T031828_818461Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/17/episodes/episode_20260722T031828_818461Z_000001/synced_data.jsonl,bottle_cap,medium,fine,17,14.9824378490448,902,1.0,1.0,1.0,1.0,ok
episode_20260722T031851_137026Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/18/episodes/episode_20260722T031851_137026Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/18/episodes/episode_20260722T031851_137026Z_000001/synced_data.jsonl,bottle_cap,medium,fine,18,14.932560920715332,948,1.0,1.0,1.0,1.0,ok
episode_20260722T031911_876231Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/19/episodes/episode_20260722T031911_876231Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/19/episodes/episode_20260722T031911_876231Z_000001/synced_data.jsonl,bottle_cap,medium,fine,19,14.963507413864136,937,1.0,1.0,1.0,1.0,ok
episode_20260722T032039_006261Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/20/episodes/episode_20260722T032039_006261Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/bottle_cap/medium/20/episodes/episode_20260722T032039_006261Z_000001/synced_data.jsonl,bottle_cap,medium,fine,20,14.933397054672241,897,1.0,1.0,1.0,1.0,ok
episode_20260723T031517_417511Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/01/episodes/episode_20260723T031517_417511Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/01/episodes/episode_20260723T031517_417511Z_000001/synced_data.jsonl,chips_can,high,too_high,01,14.962913274765015,905,1.0,1.0,1.0,1.0,ok
episode_20260723T031551_832093Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/02/episodes/episode_20260723T031551_832093Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/02/episodes/episode_20260723T031551_832093Z_000001/synced_data.jsonl,chips_can,high,too_high,02,13.060438632965088,766,1.0,1.0,1.0,1.0,ok
episode_20260723T031611_510487Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/03/episodes/episode_20260723T031611_510487Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/03/episodes/episode_20260723T031611_510487Z_000001/synced_data.jsonl,chips_can,high,too_high,03,14.967922925949097,849,1.0,1.0,1.0,1.0,ok
episode_20260723T031631_651863Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/04/episodes/episode_20260723T031631_651863Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/04/episodes/episode_20260723T031631_651863Z_000001/synced_data.jsonl,chips_can,high,too_high,04,14.964030027389526,891,1.0,1.0,1.0,1.0,ok
episode_20260723T031651_834986Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/05/episodes/episode_20260723T031651_834986Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/05/episodes/episode_20260723T031651_834986Z_000001/synced_data.jsonl,chips_can,high,too_high,05,14.949563980102539,842,1.0,1.0,1.0,1.0,ok
episode_20260723T031737_485022Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/06/episodes/episode_20260723T031737_485022Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/06/episodes/episode_20260723T031737_485022Z_000001/synced_data.jsonl,chips_can,high,too_high,06,14.997710704803467,887,1.0,1.0,1.0,1.0,ok
